,FieldID,date,NDVI,Year,Month,NDVI_Sep
4117,NC2,2006-01-14,0.2348468346631932,2006,1,0.7327749937572816
4118,NC1,2006-01-14,0.1301503921773174,2006,1,0.4624418914297566
16862,WC26,2006-01-21,0.3876742210673397,2006,1,0.6099813592200986
16863,SW4,2006-01-21,0.1804389716038241,2006,1,0.4207774489011459
16869,SW3,2006-01-21,0.42888722466976,2006,1,0.1559922452317641
16872,SW5,2006-01-21,0.1222492223370418,2006,1,0.3147129191003925
16873,SW6,2006-01-21,0.307616740045487,2006,1,0.695397666963677
16874,WC12,2006-01-21,0.2572212594863184,2006,1,0.3624035881918264
16875,WC8,2006-01-21,0.1477522539250517,2006,1,0.1612455141805251
16876,WC11,2006-01-21,0.1553658025177512,2006,1,0.2260357052015984
16877,WC25,2006-01-21,0.298921511224992,2006,1,0.2052198135802381
12512,WC27,2006-01-21,0.2736584110136368,2006,1,0.3205103704871104
16878,WC16,2006-01-21,0.5138198317603994,2006,1,0.1591757681317064
16887,WC24,2006-01-21,0.3445266176014803,2006,1,0.3995788016293056
16891,WC13,2006-01-21,0.186425579305582,2006,1,0.2246107482753599
16892,WC9,2006-01-21,0.4593477973396161,2006,1,0.1544718957377341
16893,SW1,2006-01-21,0.1880551739740898,2006,1,0.282169600792805
16894,SW2,2006-01-21,0.1461189663902939,2006,1,0.5783950421846797
16895,WC10,2006-01-21,0.2960095241890845,2006,1,0.1636397716637496
16896,WC14,2006-01-21,0.2795027904620793,2006,1,0.6243774870660361
16897,WC7,2006-01-21,0.4500820730286651,2006,1,0.4698895144923331
16898,WC27,2006-01-21,0.2743325916380967,2006,1,0.3205103704871104
12471,WC2,2006-01-21,0.3695056281562688,2006,1,0.1645564184420014
16879,WC15,2006-01-21,0.3163795623986555,2006,1,0.2281290070237319
12511,WC7,2006-01-21,0.4511922006462757,2006,1,0.4698895144923331
12470,WC1,2006-01-21,0.1480354881070021,2006,1,0.1542481546261886
12509,WC10,2006-01-21,0.296003305590276,2006,1,0.1636397716637496
12505,WC13,2006-01-21,0.1868848194768203,2006,1,0.2246107482753599
12504,WC21,2006-01-21,0.1604882524784693,2006,1,0.2923136878654827
12501,WC24,2006-01-21,0.3453033631971716,2006,1,0.3995788016293056
12510,WC14,2006-01-21,0.2799177380656544,2006,1,0.6243774870660361
12499,WC23,2006-01-21,0.3394433812092771,2006,1,0.1406945940896088
12493,WC15,2006-01-21,0.3156129922032996,2006,1,0.2281290070237319
12492,WC16,2006-01-21,0.5001322954286967,2006,1,0.1591757681317064
12491,WC25,2006-01-21,0.2997117615069649,2006,1,0.2052198135802381
12490,WC11,2006-01-21,0.1556126871728657,2006,1,0.2260357052015984
12489,WC8,2006-01-21,0.147739637693275,2006,1,0.1612455141805251
12488,WC12,2006-01-21,0.2552964038536671,2006,1,0.3624035881918264
12506,WC9,2006-01-21,0.459619027825293,2006,1,0.1544718957377341
12484,WC18,2006-01-21,0.3267425767522166,2006,1,0.1612896128463819
12485,WC17,2006-01-21,0.1593698923647087,2006,1,0.1495411069570715
12482,WC19,2006-01-21,0.1572759895172797,2006,1,0.2243160112294296
12481,WC20,2006-01-21,0.5347543815658332,2006,1,0.1502519532613612
12476,WC26,2006-01-21,0.3878210867681995,2006,1,0.6099813592200986
12475,WC5,2006-01-21,0.1483512848853876,2006,1,0.1998314832856306
12474,WC4,2006-01-21,0.1500872242918972,2006,1,0.1675214557893032
12473,WC6,2006-01-21,0.3461307311826039,2006,1,0.1623522967384541
12508,SW2,2006-01-21,0.1459511982468096,2006,1,0.5783950421846797
12500,WC22,2006-01-21,0.3105432804825956,2006,1,0.1401061681350475
12483,SW3,2006-01-21,0.4259994726807178,2006,1,0.1559922452317641
12472,WC3,2006-01-21,0.3322049326953165,2006,1,0.1557024589757507
25434,WC25,2006-01-28,0.2852353942551215,2006,1,0.2052198135802381
25427,WC18,2006-01-28,0.3074424120401531,2006,1,0.1612896128463819
25432,WC8,2006-01-28,0.1371200666203152,2006,1,0.1612455141805251
25429,SW5,2006-01-28,0.1155144374662801,2006,1,0.3147129191003925
25433,WC11,2006-01-28,0.1487060346871516,2006,1,0.2260357052015984
25431,WC12,2006-01-28,0.2420773274351423,2006,1,0.3624035881918264
25428,WC17,2006-01-28,0.1504796978148223,2006,1,0.1495411069570715
25426,SW3,2006-01-28,0.4259456954133604,2006,1,0.1559922452317641
25413,WC1,2006-01-28,0.1396643725935827,2006,1,0.1542481546261886
25424,WC20,2006-01-28,0.5212273720166712,2006,1,0.1502519532613612
25420,SW4,2006-01-28,0.1753331807359507,2006,1,0.4207774489011459
25419,WC26,2006-01-28,0.3792705289999534,2006,1,0.6099813592200986
25418,WC5,2006-01-28,0.141642970295492,2006,1,0.1998314832856306
25417,WC4,2006-01-28,0.1456594435854158,2006,1,0.1675214557893032
25416,WC6,2006-01-28,0.32926076212757,2006,1,0.1623522967384541
25415,WC3,2006-01-28,0.318621614951615,2006,1,0.1557024589757507
25414,WC2,2006-01-28,0.3514316359816558,2006,1,0.1645564184420014
25435,WC16,2006-01-28,0.4740133883600175,2006,1,0.1591757681317064
21184,NW5,2006-01-28,0.1992276843198922,2006,1,0.1429281584358186
21183,NW4,2006-01-28,0.1468141327907381,2006,1,0.3767634099827479
21182,NW3,2006-01-28,0.1407151022000884,2006,1,0.3875317983379716
21181,NW2,2006-01-28,0.1412522953713357,2006,1,0.3768959471594003
21180,NW1,2006-01-28,0.1382887072239487,2006,1,0.3610391891242701
25425,WC19,2006-01-28,0.1439766771413937,2006,1,0.2243160112294296
25436,WC15,2006-01-28,0.3032453944500772,2006,1,0.2281290070237319
25430,SW6,2006-01-28,0.3309293774553162,2006,1,0.695397666963677
25443,WC22,2006-01-28,0.2856101234868199,2006,1,0.1401061681350475
25442,WC23,2006-01-28,0.317232064746531,2006,1,0.1406945940896088
29793,SW1,2006-01-28,0.1740171176814464,2006,1,0.282169600792805
29773,SW6,2006-01-28,0.3309804128587481,2006,1,0.695397666963677
29772,SW5,2006-01-28,0.115852465686201,2006,1,0.3147129191003925
29763,SW4,2006-01-28,0.1753598489395965,2006,1,0.4207774489011459
25455,WC27,2006-01-28,0.2647550738607232,2006,1,0.3205103704871104
25454,WC7,2006-01-28,0.4297940538462007,2006,1,0.4698895144923331
25450,SW1,2006-01-28,0.174678339407823,2006,1,0.282169600792805
25452,WC10,2006-01-28,0.29384872519063,2006,1,0.1636397716637496
25451,SW2,2006-01-28,0.1440464909593278,2006,1,0.5783950421846797
25449,WC9,2006-01-28,0.4510827887833631,2006,1,0.1544718957377341
25448,WC13,2006-01-28,0.1677685660027391,2006,1,0.2246107482753599
25447,WC21,2006-01-28,0.1526102268659735,2006,1,0.2923136878654827
25453,WC14,2006-01-28,0.2738660544318118,2006,1,0.6243774870660361
25444,WC24,2006-01-28,0.3163100394931804,2006,1,0.3995788016293056
4160,NC2,2006-01-30,0.2316233986793933,2006,1,0.7327749937572816
4161,NC1,2006-01-30,0.1401570035095606,2006,1,0.4624418914297566
12518,WC5,2006-02-06,0.1435401723614875,2006,2,0.1998314832856306
16930,WC24,2006-02-06,0.315165387202468,2006,2,0.3995788016293056
16919,WC11,2006-02-06,0.1498857732702489,2006,2,0.2260357052015984
16921,WC16,2006-02-06,0.4424741390325908,2006,2,0.1591757681317064
16920,WC25,2006-02-06,0.2913971796229195,2006,2,0.2052198135802381
12517,WC4,2006-02-06,0.1400408859080477,2006,2,0.1675214557893032
16922,WC15,2006-02-06,0.310901192555077,2006,2,0.2281290070237319
12516,WC6,2006-02-06,0.3291292151817651,2006,2,0.1623522967384541
16935,WC9,2006-02-06,0.4496484894474049,2006,2,0.1544718957377341
12514,WC2,2006-02-06,0.3371721192861132,2006,2,0.1645564184420014
16934,WC13,2006-02-06,0.1697843182610089,2006,2,0.2246107482753599
16918,WC8,2006-02-06,0.1459733551793235,2006,2,0.1612455141805251
16936,SW1,2006-02-06,0.2343203088502123,2006,2,0.282169600792805
16937,SW2,2006-02-06,0.1378061300211679,2006,2,0.5783950421846797
16938,WC10,2006-02-06,0.3145964466761803,2006,2,0.1636397716637496
16939,WC14,2006-02-06,0.2858886223357395,2006,2,0.6243774870660361
16940,WC7,2006-02-06,0.4612174279976642,2006,2,0.4698895144923331
16941,WC27,2006-02-06,0.2848173090163704,2006,2,0.3205103704871104
12513,WC1,2006-02-06,0.0784495028095844,2006,2,0.1542481546261886
12515,WC3,2006-02-06,0.3303683942681955,2006,2,0.1557024589757507
16917,WC12,2006-02-06,0.2471069317084169,2006,2,0.3624035881918264
12519,WC26,2006-02-06,0.2610652765907609,2006,2,0.6099813592200986
16912,SW3,2006-02-06,0.4263105006217662,2006,2,0.1559922452317641
12555,WC27,2006-02-06,0.2550297962266636,2006,2,0.3205103704871104
12554,WC7,2006-02-06,0.3713535023006539,2006,2,0.4698895144923331
12553,WC14,2006-02-06,0.2853931297171525,2006,2,0.6243774870660361
12552,WC10,2006-02-06,0.3145897264442034,2006,2,0.1636397716637496
12551,SW2,2006-02-06,0.1380384614296135,2006,2,0.5783950421846797
12549,WC9,2006-02-06,0.4498585607176575,2006,2,0.1544718957377341
12548,WC13,2006-02-06,0.1699337509333995,2006,2,0.2246107482753599
12547,WC21,2006-02-06,0.1563511634407732,2006,2,0.2923136878654827
12544,WC24,2006-02-06,0.3167567863337912,2006,2,0.3995788016293056
12543,WC22,2006-02-06,0.2927696095242554,2006,2,0.1401061681350475
12542,WC23,2006-02-06,0.327829775998051,2006,2,0.1406945940896088
12536,WC15,2006-02-06,0.3119501232361812,2006,2,0.2281290070237319
12535,WC16,2006-02-06,0.4073512529315405,2006,2,0.1591757681317064
12534,WC25,2006-02-06,0.2904430356418673,2006,2,0.2052198135802381
12533,WC11,2006-02-06,0.149629539503563,2006,2,0.2260357052015984
12532,WC8,2006-02-06,0.1463835125781038,2006,2,0.1612455141805251
12531,WC12,2006-02-06,0.2475424527282556,2006,2,0.3624035881918264
12527,WC18,2006-02-06,0.3026765346386754,2006,2,0.1612896128463819
12526,SW3,2006-02-06,0.4263610817373263,2006,2,0.1559922452317641
12525,WC19,2006-02-06,0.117352792115215,2006,2,0.2243160112294296
12524,WC20,2006-02-06,0.4787145046193191,2006,2,0.1502519532613612
16914,WC17,2006-02-06,0.1464041427116223,2006,2,0.1495411069570715
12528,WC17,2006-02-06,0.1502083353327068,2006,2,0.1495411069570715
118,NC2,2006-02-08,0.1893355897898602,2006,2,0.7327749937572816
119,NC1,2006-02-08,0.141729187779181,2006,2,0.4624418914297566
25478,WC16,2006-02-13,0.4867995765350858,2006,2,0.1591757681317064
29815,SW5,2006-02-13,0.1173048943616275,2006,2,0.3147129191003925
29816,SW6,2006-02-13,0.3604631510719532,2006,2,0.695397666963677
21227,NW5,2006-02-13,0.2166310508177594,2006,2,0.1429281584358186
21226,NW4,2006-02-13,0.1449877931742351,2006,2,0.3767634099827479
21225,NW3,2006-02-13,0.1388516996152866,2006,2,0.3875317983379716
21224,NW2,2006-02-13,0.1404414571903348,2006,2,0.3768959471594003
21223,NW1,2006-02-13,0.1308553653507372,2006,2,0.3610391891242701
21209,NB1,2006-02-13,0.2141626336669975,2006,2,0.4966675939806381
21208,NW7,2006-02-13,0.3208622372207303,2006,2,0.1493060562509962
21207,NW6,2006-02-13,0.4549213301520846,2006,2,0.1309618863280828
25485,WC23,2006-02-13,0.3304082304960997,2006,2,0.1406945940896088
25486,WC22,2006-02-13,0.2926494389553344,2006,2,0.1401061681350475
25487,WC24,2006-02-13,0.3075440028783062,2006,2,0.3995788016293056
25490,WC21,2006-02-13,0.1506092034440816,2006,2,0.2923136878654827
25479,WC15,2006-02-13,0.3101865455009592,2006,2,0.2281290070237319
29806,SW4,2006-02-13,0.1757184674289872,2006,2,0.4207774489011459
25477,WC25,2006-02-13,0.2973041431522861,2006,2,0.2052198135802381
25476,WC11,2006-02-13,0.1415985251710443,2006,2,0.2260357052015984
25459,WC6,2006-02-13,0.3380316019793561,2006,2,0.1623522967384541
25458,WC3,2006-02-13,0.329678153626958,2006,2,0.1557024589757507
25457,WC2,2006-02-13,0.3449492538675085,2006,2,0.1645564184420014
25456,WC1,2006-02-13,0.1381780687701769,2006,2,0.1542481546261886
25462,WC26,2006-02-13,0.3929744724098676,2006,2,0.6099813592200986
25463,SW4,2006-02-13,0.1763492955474599,2006,2,0.4207774489011459
25467,WC20,2006-02-13,0.5404184928909617,2006,2,0.1502519532613612
25468,WC19,2006-02-13,0.1447912620346493,2006,2,0.2243160112294296
25469,SW3,2006-02-13,0.4544595904999893,2006,2,0.1559922452317641
25470,WC18,2006-02-13,0.2900526662430738,2006,2,0.1612896128463819
25471,WC17,2006-02-13,0.1454198384490183,2006,2,0.1495411069570715
25472,SW5,2006-02-13,0.1172409688001261,2006,2,0.3147129191003925
25473,SW6,2006-02-13,0.3603705928053153,2006,2,0.695397666963677
25474,WC12,2006-02-13,0.2483526402766265,2006,2,0.3624035881918264
25475,WC8,2006-02-13,0.1366611343996172,2006,2,0.1612455141805251
25491,WC13,2006-02-13,0.161867218398381,2006,2,0.2246107482753599
25492,WC9,2006-02-13,0.4716832267593196,2006,2,0.1544718957377341
25493,SW1,2006-02-13,0.1764576061356188,2006,2,0.282169600792805
25494,SW2,2006-02-13,0.1371859251867035,2006,2,0.5783950421846797
25498,WC27,2006-02-13,0.2754005341119854,2006,2,0.3205103704871104
25497,WC7,2006-02-13,0.4354274504513626,2006,2,0.4698895144923331
25496,WC14,2006-02-13,0.2857840549010813,2006,2,0.6243774870660361
25461,WC5,2006-02-13,0.1370340779070148,2006,2,0.1998314832856306
25495,WC10,2006-02-13,0.3131986088368754,2006,2,0.1636397716637496
25460,WC4,2006-02-13,0.1406798458106044,2006,2,0.1675214557893032
29836,SW1,2006-02-13,0.1774462660502697,2006,2,0.282169600792805
4203,NC2,2006-02-15,0.2130098821808375,2006,2,0.7327749937572816
4204,NC1,2006-02-15,0.1269705484487251,2006,2,0.4624418914297566
12567,WC20,2006-02-22,0.5073977810517046,2006,2,0.1502519532613612
12598,WC27,2006-02-22,0.2689181551953539,2006,2,0.3205103704871104
12597,WC7,2006-02-22,0.4081515009109523,2006,2,0.4698895144923331
12596,WC14,2006-02-22,0.2710119712422118,2006,2,0.6243774870660361
12595,WC10,2006-02-22,0.3054755390760738,2006,2,0.1636397716637496
12594,SW2,2006-02-22,0.1446760071512895,2006,2,0.5783950421846797
12592,WC9,2006-02-22,0.4433971443762102,2006,2,0.1544718957377341
12591,WC13,2006-02-22,0.1614551124815105,2006,2,0.2246107482753599
12590,WC21,2006-02-22,0.1508718285349808,2006,2,0.2923136878654827
12559,WC6,2006-02-22,0.3277518846725562,2006,2,0.1623522967384541
12562,WC26,2006-02-22,0.36891376838608,2006,2,0.6099813592200986
12560,WC4,2006-02-22,0.1420454725058223,2006,2,0.1675214557893032
12586,WC22,2006-02-22,0.2815619172817316,2006,2,0.1401061681350475
12585,WC23,2006-02-22,0.3161234442009916,2006,2,0.1406945940896088
12561,WC5,2006-02-22,0.1438100280075361,2006,2,0.1998314832856306
12578,WC16,2006-02-22,0.4558034949056619,2006,2,0.1591757681317064
12577,WC25,2006-02-22,0.2909745279913655,2006,2,0.2052198135802381
12576,WC11,2006-02-22,0.1490626196404996,2006,2,0.2260357052015984
12575,WC8,2006-02-22,0.1394264002838378,2006,2,0.1612455141805251
12574,WC12,2006-02-22,0.2459653347428704,2006,2,0.3624035881918264
12571,WC17,2006-02-22,0.146048198606653,2006,2,0.1495411069570715
12570,WC18,2006-02-22,0.280015089840531,2006,2,0.1612896128463819
12569,SW3,2006-02-22,0.426499492706582,2006,2,0.1559922452317641
12568,WC19,2006-02-22,0.144613841326413,2006,2,0.2243160112294296
12587,WC24,2006-02-22,0.2925622149199247,2006,2,0.3995788016293056
12579,WC15,2006-02-22,0.3002966867522457,2006,2,0.2281290070237319
16960,WC12,2006-02-22,0.2470862788053866,2006,2,0.3624035881918264
12557,WC2,2006-02-22,0.3266011741931803,2006,2,0.1645564184420014
16984,WC27,2006-02-22,0.2690139797602212,2006,2,0.3205103704871104
16983,WC7,2006-02-22,0.4076928319008244,2006,2,0.4698895144923331
16982,WC14,2006-02-22,0.2710320786919818,2006,2,0.6243774870660361
16981,WC10,2006-02-22,0.3055583569098954,2006,2,0.1636397716637496
16980,SW2,2006-02-22,0.1451507953126693,2006,2,0.5783950421846797
16979,SW1,2006-02-22,0.1740672059296106,2006,2,0.282169600792805
12558,WC3,2006-02-22,0.3190636538917063,2006,2,0.1557024589757507
16977,WC13,2006-02-22,0.1613704578598179,2006,2,0.2246107482753599
16973,WC24,2006-02-22,0.2929034252123907,2006,2,0.3995788016293056
