FieldID,date,NDVI
WC1,2006-05-23,
WC2,2006-05-23,
WC3,2006-05-23,
WC6,2006-05-23,
WC4,2006-05-23,
WC5,2006-05-23,
WC26,2006-05-23,
SW4,2006-05-23,
NW6,2006-05-23,
NW7,2006-05-23,
NB1,2006-05-23,
WC20,2006-05-23,
WC19,2006-05-23,
SW3,2006-05-23,
WC18,2006-05-23,
WC17,2006-05-23,
SW5,2006-05-23,
SW6,2006-05-23,
WC12,2006-05-23,
WC8,2006-05-23,
WC11,2006-05-23,
WC25,2006-05-23,
WC16,2006-05-23,
WC15,2006-05-23,
NW1,2006-05-23,
NW2,2006-05-23,
NW3,2006-05-23,
NW4,2006-05-23,
NW5,2006-05-23,
WC23,2006-05-23,
WC22,2006-05-23,
WC24,2006-05-23,
NC2,2006-05-23,
NC1,2006-05-23,-0.4943945545741124
WC21,2006-05-23,
WC13,2006-05-23,
WC9,2006-05-23,
SW1,2006-05-23,
SW2,2006-05-23,
WC10,2006-05-23,
WC14,2006-05-23,
WC7,2006-05-23,
WC27,2006-05-23,
WC1,2006-06-08,
WC2,2006-06-08,
WC3,2006-06-08,
WC6,2006-06-08,
WC4,2006-06-08,
WC5,2006-06-08,
WC26,2006-06-08,
SW4,2006-06-08,
NW6,2006-06-08,
NW7,2006-06-08,
NB1,2006-06-08,
WC20,2006-06-08,
WC19,2006-06-08,
SW3,2006-06-08,
WC18,2006-06-08,
WC17,2006-06-08,
SW5,2006-06-08,
SW6,2006-06-08,
WC12,2006-06-08,
WC8,2006-06-08,
WC11,2006-06-08,
WC25,2006-06-08,
WC16,2006-06-08,
WC15,2006-06-08,
NW1,2006-06-08,
NW2,2006-06-08,
NW3,2006-06-08,
NW4,2006-06-08,
NW5,2006-06-08,
WC23,2006-06-08,
WC22,2006-06-08,
WC24,2006-06-08,
NC2,2006-06-08,
NC1,2006-06-08,-0.45303397373150384
WC21,2006-06-08,
WC13,2006-06-08,
WC9,2006-06-08,
SW1,2006-06-08,
SW2,2006-06-08,
WC10,2006-06-08,
WC14,2006-06-08,
WC7,2006-06-08,
WC27,2006-06-08,
WC1,2006-12-01,
WC2,2006-12-01,
WC3,2006-12-01,
WC6,2006-12-01,
